instrument,t_signal,t_start,t_end,side,ret,label,uniqueness_weight,sigma
es1s,2021-01-21,2021-01-22,2021-01-29,-1,0.034223115695533934,1,0.09090909090909093,0.010656836932635508
es1s,2021-01-22,2021-01-25,2021-01-29,-1,0.03793272913750556,1,0.09090909090909091,0.01057137238036321
es1s,2021-01-25,2021-01-26,2021-01-29,-1,0.036372463576991976,1,0.09090909090909091,0.010470528402229066
es1s,2021-01-26,2021-01-27,2021-02-05,-1,-0.03567825465865049,0,0.13230519480519481,0.010375768953830808
es1s,2021-01-27,2021-01-28,2021-02-11,1,0.034523174925729094,1,0.1463990554899646,0.010967411131154741
es1s,2021-01-28,2021-01-29,2021-02-04,1,0.04208157471109608,1,0.14675324675324672,0.01092047966288651
es1s,2021-01-29,2021-02-01,2021-02-08,1,0.03707868958061056,1,0.15476190476190474,0.011202018764739826
es1s,2021-02-01,2021-02-02,2021-02-17,1,0.028338188024367383,1,0.15422077922077923,0.011299684910333433
es1s,2021-02-02,2021-02-03,2021-02-18,1,0.022243255081395574,1,0.15043290043290042,0.01132983810764293
es1s,2021-02-03,2021-02-04,2021-02-19,1,0.009913180632826979,1,0.14664502164502166,0.011217105184509803
es1s,2021-02-04,2021-02-05,2021-02-22,1,-0.0017410934584702886,0,0.14502164502164502,0.011182606560670959
es1s,2021-02-05,2021-02-08,2021-02-23,1,-0.007706177360530475,0,0.14339826839826839,0.011077221150956076
es1s,2021-02-11,2021-02-12,2021-03-01,1,-0.008237857498047063,0,0.12377672832218288,0.010679573308067068
es1s,2021-02-12,2021-02-16,2021-03-02,1,-0.015458439380489963,0,0.11688967598058507,0.010583215947623148
es1s,2021-02-16,2021-02-17,2021-03-03,1,-0.02873111533834738,0,0.11216712580348943,0.010483599596634316
es1s,2021-02-17,2021-02-18,2021-03-04,1,-0.037528834023548896,0,0.10906795224977041,0.010381485379359399
es1s,2021-02-18,2021-02-19,2021-03-04,1,-0.03586483363954862,0,0.10747474747474747,0.010315749606207658
es1s,2021-02-19,2021-02-22,2021-03-08,1,-0.014104422827218244,0,0.10906795224977044,0.010222324401726083
es1s,2021-02-22,2021-02-23,2021-03-09,1,-0.0012256089266902137,0,0.10906795224977044,0.010198105199994695
es1s,2021-02-23,2021-02-24,2021-03-04,1,-0.04084855106626328,0,0.09996392496392499,0.010096630276092882
es1s,2021-02-24,2021-02-25,2021-03-11,1,0.028013036225978283,1,0.10780532598714418,0.010097933859506707
es1s,2021-02-25,2021-02-26,2021-03-12,1,0.03431930693515817,1,0.10906795224977044,0.010629444808528695
es1s,2021-02-26,2021-03-01,2021-03-04,1,-0.034775334381597744,0,0.09090909090909091,0.01055494998478757
es1s,2021-03-01,2021-03-02,2021-03-16,1,0.024074151657135445,1,0.11443985307621672,0.010912490844686804
es1s,2021-03-02,2021-03-03,2021-03-15,1,0.03873689826304272,1,0.1158810325476992,0.010881527531975054
es1s,2021-03-03,2021-03-04,2021-03-11,1,0.04447485525812134,1,0.117003367003367,0.01095630417544287
es1s,2021-03-04,2021-03-05,2021-03-19,1,0.018034697517856912,1,0.12020202020202021,0.01102980606177895
es1s,2021-03-08,2021-03-09,2021-03-23,1,0.009152665642448099,1,0.11483011937557391,0.011154776251467316
es1s,2021-03-09,2021-03-10,2021-03-24,1,-0.0017161153564622111,0,0.1117309458218549,0.01120005161446037
es1s,2021-03-10,2021-03-11,2021-03-25,1,-0.00691659475080364,0,0.10945821854912764,0.011110654090602337
es1s,2021-03-11,2021-03-12,2021-03-26,1,0.008025340112304491,1,0.10844811753902665,0.011075099852946328
es1s,2021-03-12,2021-03-15,2021-03-29,1,0.00018945972607653516,1,0.10617539026629937,0.010964911517913248
es1s,2021-03-15,2021-03-16,2021-03-30,1,-0.0012024937385550771,0,0.1039026629935721,0.010879385551346286
es1s,2021-03-16,2021-03-17,2021-03-31,1,0.001008700123541928,1,0.10162993572084482,0.010778399625036813
es1s,2021-03-17,2021-03-18,2021-04-01,1,0.026277408863064622,1,0.09935720844811756,0.010673113145031518
es1s,2021-03-18,2021-03-19,2021-04-02,1,0.02787879280248262,1,0.09834710743801653,0.01080061908004457
es1s,2021-03-19,2021-03-22,2021-04-05,1,0.03445059515539661,1,0.09834710743801653,0.01069949290416299
es1s,2021-03-22,2021-03-23,2021-04-05,1,0.04217757251970333,1,0.09818181818181818,0.010635098273803836
es1s,2021-03-23,2021-03-24,2021-04-05,1,0.04706158711008257,1,0.098989898989899,0.010601753239166277
es1s,2021-03-25,2021-03-26,2021-04-09,1,0.03828899537698405,1,0.11558441558441558,0.010440110572074304
es1s,2021-03-26,2021-03-29,2021-04-09,-1,-0.03974032864838151,0,0.11714285714285713,0.010559689384541986
es1s,2021-03-29,2021-03-30,2021-04-08,-1,-0.03515464502016208,0,0.11607142857142858,0.010461259415888506
es1s,2021-03-30,2021-03-31,2021-04-09,1,0.03759562335354971,1,0.12142857142857143,0.010372327510350065
es1s,2021-03-31,2021-04-01,2021-04-15,1,0.03732461398662679,1,0.1406926406926407,0.010283711649116714
es1s,2021-04-01,2021-04-02,2021-04-15,1,0.03732461398662679,1,0.14476190476190476,0.01026788619809104
es1s,2021-04-02,2021-04-05,2021-04-19,1,0.021342736976238896,1,0.15281385281385285,0.010167458800634214
es1s,2021-04-08,2021-04-09,2021-04-23,-1,-0.012543886586058761,0,0.15562770562770561,0.009942341589744892
es1s,2021-04-09,2021-04-12,2021-04-26,-1,-0.014277781023425362,0,0.154004329004329,0.009877372926284716
es1s,2021-04-12,2021-04-13,2021-04-27,-1,-0.011128938515497566,0,0.1471861471861472,0.00978140472746519
es1s,2021-04-14,2021-04-15,2021-04-29,-1,-0.009801656288484395,0,0.13834776334776333,0.009617956388600302
es1s,2021-04-15,2021-04-16,2021-04-30,-1,0.00041912403836619205,1,0.13546176046176048,0.009608124514481892
es1s,2021-04-19,2021-04-20,2021-05-04,-1,-0.007664722637947818,0,0.12662337662337664,0.009468040974893632
es1s,2021-04-20,2021-04-21,2021-05-05,1,-0.001141175536112371,0,0.12157287157287158,0.009452198801994459
es1s,2021-04-21,2021-04-22,2021-05-06,-1,-0.01598207533602114,0,0.11868686868686869,0.009420478554818106
es1s,2021-04-23,2021-04-26,2021-05-10,-1,-0.0009565945966230061,0,0.11515151515151517,0.009436039078672126
es1s,2021-04-26,2021-04-27,2021-05-11,-1,0.007867672186744556,1,0.11388888888888891,0.00934223547577444
es1s,2021-04-27,2021-04-28,2021-05-12,-1,0.028538670253624332,1,0.11262626262626263,0.00925251729932667
es1s,2021-04-28,2021-04-29,2021-05-12,-1,0.03504246715784731,1,0.1113888888888889,0.009165880763512935
es1s,2021-04-29,2021-04-30,2021-05-14,-1,0.0013183917535055656,1,0.12449494949494949,0.009101145022445951
es1s,2021-05-03,2021-05-04,2021-05-18,1,-0.008513258963946058,0,0.13116883116883116,0.009001308427427135
es1s,2021-05-04,2021-05-05,2021-05-19,1,-0.011727148843780455,0,0.13405483405483404,0.008983518493480403
es1s,2021-05-05,2021-05-06,2021-05-12,1,-0.03283949523122409,0,0.10888888888888888,0.008895063895593304
es1s,2021-05-06,2021-05-07,2021-05-12,1,-0.04020338622042985,0,0.10833333333333332,0.00885901776760523
es1s,2021-05-07,2021-05-10,2021-05-12,-1,0.030273172317260233,1,0.1074074074074074,0.008809735501324804
es1s,2021-05-11,2021-05-12,2021-05-24,1,0.032720277300683165,1,0.14545855379188713,0.008898882708199031
es1s,2021-05-12,2021-05-13,2021-05-27,1,0.022153566729006258,1,0.1371933621933622,0.009355486390233791
es1s,2021-05-13,2021-05-14,2021-05-28,1,0.00800338740346973,1,0.12911255411255415,0.009392295084543456
es1s,2021-05-14,2021-05-17,2021-06-01,1,0.009753256073810945,1,0.12406204906204907,0.009505037230273435
es1s,2021-05-17,2021-05-18,2021-06-02,1,0.019990460685736622,1,0.11901154401154403,0.009426297276435057
es1s,2021-05-18,2021-05-19,2021-06-03,1,0.019211093368939558,1,0.11612554112554113,0.009427114693237917
es1s,2021-05-19,2021-05-20,2021-06-04,1,0.017656289273379144,1,0.11323953823953824,0.00934788378448667
es1s,2021-05-20,2021-05-21,2021-06-07,-1,-0.017607664896855724,0,0.11035353535353537,0.009349664951203594
es1s,2021-05-21,2021-05-24,2021-06-08,-1,-0.00760143811171865,0,0.10909090909090911,0.009259511381220087
es1s,2021-05-24,2021-05-25,2021-06-09,-1,-0.007853443507030988,0,0.10909090909090911,0.009254555303770628
es1s,2021-05-25,2021-05-26,2021-06-10,-1,-0.010674991656747679,0,0.10909090909090911,0.009173165734102519
es1s,2021-05-28,2021-06-01,2021-06-15,1,0.011127661305701864,1,0.10826446280991736,0.008902706910121459
es1s,2021-06-01,2021-06-02,2021-06-16,1,0.003720991875770352,1,0.10642791551882459,0.008819005016313738
es1s,2021-06-02,2021-06-03,2021-06-17,1,0.007115451228278502,1,0.10459136822773187,0.008731869702502353
es1s,2021-06-03,2021-06-04,2021-06-18,1,-0.01571932028610412,0,0.10275482093663911,0.008669883026221147
es1s,2021-06-04,2021-06-07,2021-06-21,1,-0.0006670861457269694,0,0.10091827364554637,0.008652202869178413
es1s,2021-06-07,2021-06-08,2021-06-22,1,0.0045992073818545975,1,0.09908172635445363,0.00856993392268549
es1s,2021-06-08,2021-06-09,2021-06-23,1,0.005194448792812167,1,0.09724517906336089,0.008486012351589129
es1s,2021-06-09,2021-06-10,2021-06-24,1,0.006355815483066962,1,0.09540863177226813,0.008410959984214397
es1s,2021-06-10,2021-06-11,2021-06-25,1,0.008105565132179748,1,0.09357208448117539,0.008342071841416006
es1s,2021-06-11,2021-06-14,2021-06-28,1,0.008151342597843225,1,0.09256198347107439,0.00825963379286842
es1s,2021-06-14,2021-06-15,2021-06-29,1,0.010682733509275621,1,0.09256198347107439,0.008178573262882608
es1s,2021-06-15,2021-06-16,2021-06-30,1,0.01776203845101776,1,0.09338842975206613,0.00811075268481887
es1s,2021-06-16,2021-06-17,2021-07-01,1,0.02311495616315362,1,0.09421487603305785,0.00808406723392967
es1s,2021-06-17,2021-06-18,2021-06-25,1,0.027955172149779273,1,0.09090909090909093,0.008005237723017821
es1s,2021-06-18,2021-06-21,2021-07-02,1,0.030154800434006646,1,0.09545454545454546,0.008198861572710688
es1s,2021-06-21,2021-06-22,2021-07-07,1,0.02643992824361696,1,0.09586776859504131,0.008342554758481386
es1s,2021-06-22,2021-06-23,2021-07-07,1,0.027561832056223423,1,0.09636363636363636,0.008282527980340999
es1s,2021-06-23,2021-06-24,2021-07-09,1,0.024142305322046198,1,0.09669421487603307,0.008205538355805661
es1s,2021-06-24,2021-06-25,2021-07-12,1,0.024342793743832303,1,0.09669421487603307,0.008151719735887642
es1s,2021-06-25,2021-06-28,2021-07-13,1,0.018688888319630337,1,0.09669421487603307,0.008078285105174377
es1s,2021-06-28,2021-06-29,2021-07-14,1,0.01982781220501373,1,0.09586776859504133,0.007999257711319352
es1s,2021-06-29,2021-06-30,2021-07-15,1,0.01469848810644514,1,0.09504132231404959,0.00792041818215244
es1s,2021-06-30,2021-07-01,2021-07-16,1,0.0017962168398497624,1,0.09421487603305785,0.007841805984647619
es1s,2021-07-01,2021-07-02,2021-07-19,1,-0.02129473065982701,0,0.09338842975206613,0.007784459342801184
es1s,2021-07-02,2021-07-06,2021-07-20,1,-0.004277710437028404,0,0.09728453364817002,0.007755596097982482
es1s,2021-07-06,2021-07-07,2021-07-21,1,0.00017240883948588248,1,0.10118063754427391,0.007692691839385193
es1s,2021-07-07,2021-07-08,2021-07-22,1,0.010723654218535827,1,0.10590318772136952,0.007623347846877269
es1s,2021-07-08,2021-07-09,2021-07-19,1,-0.025259000020922073,0,0.09090909090909093,0.007671041129984688
es1s,2021-07-09,2021-07-12,2021-07-19,1,-0.029036260850151763,0,0.09090909090909093,0.007715794082524421
es1s,2021-07-12,2021-07-13,2021-07-19,1,-0.025545656179209786,0,0.09090909090909091,0.007646845392044519
es1s,2021-07-13,2021-07-14,2021-07-19,1,-0.02703494503215076,0,0.09090909090909091,0.007601107968084252
es1s,2021-07-14,2021-07-15,2021-07-29,1,0.013635926587532765,1,0.12244851108487474,0.00752554173441814
es1s,2021-07-15,2021-07-16,2021-07-30,1,0.01630720564671506,1,0.12327495736586647,0.007481886679917722
es1s,2021-07-16,2021-07-19,2021-07-22,1,0.025144314545556767,1,0.12987012987012986,0.007511422012505612
es1s,2021-07-19,2021-07-20,2021-08-03,1,0.02279464138002041,1,0.12410140364685819,0.007795090182302443
es1s,2021-07-20,2021-07-21,2021-08-04,1,0.010119865674383277,1,0.1202052997507543,0.007974411285088343
es1s,2021-07-21,2021-07-22,2021-08-05,1,0.014121633148578283,1,0.11630919585465041,0.007957975524748232
es1s,2021-07-22,2021-07-23,2021-08-06,1,0.006000584096589989,1,0.11342319296864754,0.00787998495261109
es1s,2021-07-23,2021-07-26,2021-08-09,1,0.002601811420779754,1,0.10837268791814246,0.00789878301690828
es1s,2021-07-26,2021-07-27,2021-08-10,-1,-0.008045825034875165,0,0.1054866850321396,0.007822211800738622
es1s,2021-07-27,2021-07-28,2021-08-11,-1,-0.010583906140796628,0,0.10422405876951334,0.007786695420515877
es1s,2021-07-28,2021-07-29,2021-08-12,-1,-0.009643385037355401,0,0.1054866850321396,0.007711571606283607
es1s,2021-07-29,2021-07-30,2021-08-13,-1,-0.016493821720425572,0,0.10775941230486685,0.00764580932577198
es1s,2021-07-30,2021-08-02,2021-08-16,-1,-0.021291217934189532,0,0.11003213957759411,0.007620601941908814
es1s,2021-08-02,2021-08-03,2021-08-17,1,0.006434520138741462,1,0.1123048668503214,0.007559092950359365
es1s,2021-08-04,2021-08-05,2021-08-19,1,-0.004533613115711432,0,0.11641414141414143,0.007515910890632388
es1s,2021-08-06,2021-08-09,2021-08-23,-1,-0.01117832170771571,0,0.11641414141414143,0.007400340703517293
es1s,2021-08-09,2021-08-10,2021-08-24,-1,-0.011781342440462694,0,0.11540404040404041,0.00733213494912363
es1s,2021-08-10,2021-08-11,2021-08-25,-1,-0.011753647371948617,0,0.11439393939393941,0.0072592148939403965
es1s,2021-08-12,2021-08-13,2021-08-27,1,0.00958972558727389,1,0.11439393939393941,0.007123049896023818
es1s,2021-08-13,2021-08-16,2021-08-30,1,0.011389961176563546,1,0.116017316017316,0.007052681120037092
es1s,2021-08-16,2021-08-17,2021-08-31,-1,-0.017180252998919343,0,0.11764069264069263,0.006985147992942971
es1s,2021-08-17,2021-08-18,2021-08-25,1,0.022166871066790605,1,0.10787037037037035,0.007007322172329735
es1s,2021-08-18,2021-08-19,2021-08-27,1,0.023353480774559898,1,0.10833333333333332,0.007143381616832668
es1s,2021-08-19,2021-08-20,2021-09-03,1,0.021736351509737517,1,0.11926406926406927,0.007073110125111347
es1s,2021-08-20,2021-08-23,2021-09-07,1,0.009727973541716395,1,0.11926406926406928,0.007074730658616054
es1s,2021-08-23,2021-08-24,2021-09-08,1,0.006670397160593922,1,0.1202741702741703,0.0070858571525113856
es1s,2021-08-24,2021-08-25,2021-09-09,1,-0.00016694026382069183,0,0.1212842712842713,0.007015602928047335
es1s,2021-08-26,2021-08-27,2021-09-13,1,-0.008134202742331453,0,0.12002164502164504,0.006949831762351732
es1s,2021-08-30,2021-08-31,2021-09-15,-1,0.008658853513335174,1,0.11428899383444838,0.006909072868541603
es1s,2021-08-31,2021-09-01,2021-09-16,-1,0.010559259361249573,1,0.10956644365735274,0.006847861014109533
es1s,2021-09-01,2021-09-02,2021-09-17,-1,0.023216645681593207,1,0.10484389348025712,0.006781262243955965
es1s,2021-09-02,2021-09-03,2021-09-17,-1,0.023051260747562807,1,0.10282828282828282,0.006719131585796464
es1s,2021-09-03,2021-09-07,2021-09-20,-1,0.03644456773751514,1,0.10171717171717172,0.006655083142169069
es1s,2021-09-07,2021-09-08,2021-09-20,1,-0.0349498405242219,0,0.10067340067340068,0.006619687719063514
es1s,2021-09-08,2021-09-09,2021-09-20,1,-0.03045220669126003,0,0.09936868686868687,0.006563866678959406
es1s,2021-09-09,2021-09-10,2021-09-20,1,-0.022854829217386907,0,0.0976911976911977,0.006544760273027509
es1s,2021-09-10,2021-09-13,2021-09-20,1,-0.025263186816307126,0,0.09545454545454546,0.006588907136148582
es1s,2021-09-13,2021-09-14,2021-09-21,1,-0.020848328594093246,0,0.13434343434343435,0.006527386580236568
es1s,2021-09-14,2021-09-15,2021-09-20,1,-0.02806227054700905,0,0.09318181818181817,0.0065236183776686595
es1s,2021-09-15,2021-09-16,2021-09-20,1,-0.026327761788204285,0,0.09393939393939395,0.006547847860635288
es1s,2021-09-16,2021-09-17,2021-09-30,1,-0.02844391539305846,0,0.24242424242424243,0.0064926054733191576
es1s,2021-09-17,2021-09-20,2021-09-24,-1,-0.022175118334915922,0,0.30333333333333334,0.006589085485513866
es1s,2021-09-22,2021-09-23,2021-09-30,-1,0.032112194571034536,1,0.2333333333333333,0.006944116171443742
es1s,2021-09-23,2021-09-24,2021-09-28,1,-0.023268108924153097,0,0.2333333333333333,0.00707276120590989
es1s,2021-09-24,2021-09-27,2021-09-30,1,-0.030984925823245746,0,0.20416666666666666,0.007004165648079325
es1s,2021-09-27,2021-09-28,2021-10-12,1,-0.0006333304765568926,0,0.15938278892824348,0.0069518737072553636
es1s,2021-09-28,2021-09-29,2021-10-13,1,0.0012062381194422045,1,0.14946543355634265,0.007482598116624702
es1s,2021-09-29,2021-09-30,2021-10-14,1,0.030082195003732437,1,0.1395480781844418,0.0074103230087222294
es1s,2021-09-30,2021-10-01,2021-10-15,1,0.02697111677487385,1,0.13348747212383574,0.007533038318821067
es1s,2021-10-01,2021-10-04,2021-10-14,1,0.031595759152505565,1,0.12426246592913258,0.0076073147979526775
es1s,2021-10-04,2021-10-05,2021-10-15,1,0.029218243990293047,1,0.11315135481802151,0.007726332608167026
es1s,2021-10-05,2021-10-06,2021-10-15,1,0.024614184293508146,1,0.10646194083694083,0.007776717111723803
es1s,2021-10-06,2021-10-07,2021-10-19,1,0.02724504988929155,1,0.11950056116722783,0.007725071905846151
es1s,2021-10-07,2021-10-08,2021-10-19,1,0.029011985854367595,1,0.11881313131313131,0.007730630517142325
es1s,2021-10-08,2021-10-11,2021-10-15,1,0.025303443367507228,1,0.09454545454545456,0.007659458857249213
es1s,2021-10-11,2021-10-12,2021-10-15,1,0.02766200286391296,1,0.09318181818181817,0.007654985421831421
es1s,2021-10-12,2021-10-13,2021-10-15,1,0.02438453680133712,1,0.09393939393939395,0.007587032904814685
es1s,2021-10-13,2021-10-14,2021-10-21,1,0.025138575395333262,1,0.15404040404040403,0.007524596556523881
es1s,2021-10-14,2021-10-15,2021-10-28,1,0.02762606627474895,1,0.14789682539682542,0.007806987401750392
es1s,2021-10-15,2021-10-18,2021-10-29,1,0.02633906187208268,1,0.14789682539682542,0.007791725008397307
es1s,2021-10-18,2021-10-19,2021-11-02,1,0.02457771705913281,1,0.13445165945165946,0.007723526054610269
es1s,2021-10-19,2021-10-20,2021-11-03,1,0.027070632639940584,1,0.12839105339105342,0.007705912097923023
es1s,2021-10-20,2021-10-21,2021-11-04,1,0.02854236077251393,1,0.1231962481962482,0.00763983015893661
es1s,2021-10-21,2021-10-22,2021-11-03,1,0.0251951839115101,1,0.11618165784832452,0.007569752635100718
es1s,2021-10-22,2021-10-25,2021-11-04,1,0.024970830285415246,1,0.11353615520282186,0.007500137742801824
es1s,2021-10-25,2021-10-26,2021-11-05,1,0.02701260888135515,1,0.11618165784832452,0.007444916335313146
es1s,2021-10-26,2021-10-27,2021-11-03,1,0.02343326296442072,1,0.10185185185185185,0.007371350251488018
es1s,2021-10-27,2021-10-28,2021-11-11,1,0.012025495659070629,1,0.1231962481962482,0.007339041417331091
es1s,2021-10-28,2021-10-29,2021-11-12,1,0.017520191550790543,1,0.12420634920634921,0.007363922271756006
es1s,2021-10-29,2021-11-01,2021-11-15,-1,-0.015778888989732565,0,0.12521645021645023,0.007292072255001912
es1s,2021-11-02,2021-11-03,2021-11-17,1,0.0072817155282738355,1,0.12622655122655124,0.007159142584196164
es1s,2021-11-04,2021-11-05,2021-11-19,1,0.0009057247745136721,1,0.12150400104945559,0.007067323861686761
es1s,2021-11-05,2021-11-08,2021-11-22,1,-0.0030404077297347953,0,0.1146169487078578,0.007004633434543986
es1s,2021-11-08,2021-11-09,2021-11-23,1,0.002188593501756486,1,0.10772989636625999,0.006935351225320843
es1s,2021-11-09,2021-11-10,2021-11-24,1,0.012204412266790143,1,0.10300734618916438,0.00689771072567369
es1s,2021-11-10,2021-11-11,2021-11-26,1,-0.01022874565905596,0,0.09990817263544537,0.006944825619166128
es1s,2021-11-11,2021-11-12,2021-11-29,1,-0.005841858134751021,0,0.10279417552144826,0.006876738952724324
es1s,2021-11-12,2021-11-15,2021-11-30,1,-0.02439211275641462,0,0.10568017840745113,0.006869244023199382
es1s,2021-11-15,2021-11-16,2021-11-26,1,-0.021579119145195946,0,0.09570707070707071,0.006802368904079819
es1s,2021-11-16,2021-11-17,2021-11-30,1,-0.025940389940121378,0,0.10447330447330448,0.006743585306417015
es1s,2021-11-17,2021-11-18,2021-11-26,1,-0.022749643355927773,0,0.09242424242424245,0.006692261507459764
